Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
4717;;MARQUESINA MOD XXI 4-M REDUCIDA;RETIRO;DR. ESQUERDO;CALLE;177;FRT AL Nº 136;PZA MANUEL BECERRA;DR. ESQUERDO, CALLE Nº177 FRT AL Nº 136 PZA MANUEL BECERRA;443227,8;4473238;SI;56/156/;443118,37;4473030,5;-3.6703598;40.4059457
2531;;MARQUESINA MOD XXI 4-M STD;PUENTE VALLECAS;ANDALUCES;CALLE;;ESQ. C/ SAN CLAUDIO;AV MIGUEL HERNANDEZ;ANDALUCES, CALLE Nº ESQ. C/ SAN CLAUDIO AV MIGUEL HERNANDEZ;446142,8;4471370,9;SI;54/;446033,34;4471163,35;-3.6358501;40.3893193
4505;;MARQUESINA MOD XXI 4-M STD;LATINA;GENERAL FANJUL;AV;;JUNTO JUNTA MUNICIPAL DISTRITO;AV AVIACION;GENERAL FANJUL, AV. Nº JUNTO JUNTA MUNICIPAL DISTRITO AV AVIACION;435293,1;4470978;SI;17/117/139/155/;435183,72;4470770,57;-3.7636335;40.3850074
2942;;MARQUESINA MOD XXI 4-M STD;PUENTE VALLECAS;SIERRA  CONTRAVIESA;CALLE;17;ESQ C/CONDE RODRIGUEZ SAN PEDRO;AV ENTREVIAS;SIERRA  CONTRAVIESA, CALLE Nº17 ESQ C/CONDE RODRIGUEZ SAN PEDRO AV ENTREVIAS;443154,9;4470776,1;SI;102/N11/;443045,46;4470568,59;-3.6709988;40.3837624
1331;;MARQUESINA MOD XXI 4-M REDUCIDA;MONCLOA-ARAVACA;ARCO DE LA VICTORIA;AV;;PROXIMO AV. DE SENECA;C/PRINCESA;ARCO DE LA VICTORIA, AV Nº PROXIMO AV. DE SENECA C/PRINCESA;438653,8;4476841,9;SI;46/82/83/132/133/162/G/U/;438544,41;4476634,45;-3.724609;40.4380865
4620;;MARQUESINA MOD XXI 4-M STD;USERA;AVENA;CALLE;24;ESQ C/RICARDO BELTRAN Y ROZPIDE;RICARDO BELTRAN Y RO;AVENA, CALLE Nº24 ESQ C/RICARDO BELTRAN Y ROZPIDE RICARDO BELTRAN Y RO;439338,5;4469922,4;SI;78/;439229,08;4469714,93;-3.7158761;40.3758026
12697;12697;MARQUESINA MOD XXI 4-M REDUCIDA;CARABANCHEL;OCA (DE LA);CALLE;34;ESQ AV NUESTRA SEÑORA DE VALVANERA;GTA DEL EJERCITO;OCA (DE LA), CALLE Nº34 ESQ AV NUESTRA SEÑORA DE VALVANERA GTA DEL EJERCITO;437687,1;4471488,9;SI;481/486/;437577,7;4471281,44;-3.7354812;40.3897924
286;;MARQUESINA MOD XXI 4-M REDUCIDA;CHAMBERI;EDUARDO DATO;Pº;4;ESQ C/FERNANDEZ DE LA HOZ;P CASTELLANA;EDUARDO DATO, Pº Nº4 ESQ C/FERNANDEZ DE LA HOZ P CASTELLANA;441217,9;4476230,4;SI;40/147/;441108,49;4476022,92;-3.694322;40.4327631
3581;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL;CHANTADA;CALLE;;DESP. C/ CESAR MANRIQUE;C/ RIBADAVIA;CHANTADA, CALLE Nº DESP. C/ CESAR MANRIQUE C/ RIBADAVIA;439055,7;4480785,9;SI;42/;438946,33;4480578,46;-3.7202497;40.4736452
1912;;MARQUESINA MOD XXI 4-M STD;TETUAN;GENERAL YAGUE;CALLE;;FRENET AL Nº 10;Pº CASTELLANA;GENERAL YAGUE, CALLE Nº FRENET AL Nº 10 Pº CASTELLANA;441391;4478829,7;SI;5/126/;441281,6;4478622,23;-3.6925215;40.4561911
1856;;MARQUESINA MOD XXI 4-M STD;TETUAN;GENERAL CABRERA;CALLE;;FRENTE AL Nº 27;C/GENERAL YAGUE;GENERAL CABRERA, CALLE Nº FRENTE AL Nº 27 C/GENERAL YAGUE;441104,9;4478839,2;SI;3/;440995,5;4478631,73;-3.6958964;40.4562564
956;;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;JOSE LUIS ARRESE;CALLE;;JTO COLEGIO NTRA SRA DE LA MERCED;AV MARQUES D CORBERA;JOSE LUIS ARRESE, CALLE Nº JTO COLEGIO NTRA SRA DE LA MERCED AV MARQUES D CORBERA;444533,2;4475000,9;SI;71/;444423,77;4474793,38;-3.6551304;40.4219149
1814;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;SAN JAIME;CALLE;;FRENTE AL Nº 46;CTRA VILLAVERDE;SAN JAIME, CALLE Nº FRENTE AL Nº 46 VILLAVERDE;446851,2;4470278,4;SI;130/T31/;446741,73;4470070,84;-3.6274128;40.3795228
4441;;MARQUESINA MOD XXI 4-M STD;SAN BLAS;ALBERIQUE;CALLE;;DESP  C/ALCONERA;AV HELLIN;ALBERIQUE, CALLE Nº DESP  C/ALCONERA AV HELLIN;447742,2;4475799,6;SI;38/;447632,76;4475592,03;-3.6173709;40.4293177
4653;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;SOMBRA;CALLE;25;FRTE PZA PARROQUIA;C/PADRE AMIGO;SOMBRA, CALLE Nº25 FRTE PZA PARROQUIA C/PADRE AMIGO;437137;4470365,1;SI;108/;437027,59;4470157,65;-3.7418512;40.3796274
4784;;MARQUESINA MOD XXI 5-M STD;SAN BLAS;ARCENTALES;AV;;AV. DE NIZA ESQ.;M-40;ARCENTALES, AV Nº AV. DE NIZA ESQ. M-40;448488,9;4476415,4;SI;38/140/286/288/289/;448379,46;4476207,82;-3.6086183;40.4349118
642;;MARQUESINA MOD XXI 4-M STD;LATINA;ARQUEROS;AV;;ESQ Pº LANZEROS;AV AVIACION;ARQUEROS, AV Nº ESQ Pº LANZEROS AV AVIACION;432681,1;4470490,3;SI;139/;432571,74;4470282,89;-3.7943523;40.380407
4728;;MARQUESINA MOD XXI 5-M STD;VILLAVERDE;ANDALUCIA;AV;;JUNTO C/DEL CIRCULO;M-30;ANDALUCIA, AV Nº JUNTO C/DEL CIRCULO M-30;441227,2;4468373,6;SI;18/86/N13/N14/;441117,75;4468166,11;-3.6934862;40.3619855
4444;;MARQUESINA MOD XXI 4-M STD;SAN BLAS;JULIA GARCIA BOUTAN;CALLE;0;DESP Nº 29;AV CANILLEJAS A VICA;JULIA GARCIA BOUTAN, CALLE Nº0 DESP Nº 29 AV CANILLEJAS A VICA;448649,2;4475887,5;SI;38/N6/;448539,76;4475679,92;-3.6066857;40.4301661
4637;;MARQUESINA MOD XXI 4-M STD;SAN BLAS;AQUITANIA;CALLE;26;DESP C/ NUREMBERG;C/ SUECIA;AQUITANIA, CALLE Nº26 DESP C/ NUREMBERG C/ SUECIA;447872,5;4474710,1;SI;106/140/E2/N7/287/;447763,05;4474502,53;-3.6157454;40.419511
3329;;MARQUESINA MOD XXI 4-M REDUCIDA;PUENTE VALLECAS;VALDERRIBAS;Cº;61;-;AV PEÑA PRIETA;VALDERRIBAS, CAMINO Nº61  AV PEÑA PRIETA;443818,8;4472580;SI;141/;443709,37;4472372,49;-3.663337;40.4000581
3593;;MARQUESINA MOD XXI 4-M REDUCIDA;ARGANZUELA;PALOS DE LA FRONTERA;CALLE;;ESQ 2º S Mª CABEZA;Pº SªMª DE LA CABEZA;PALOS DE LA FRONTERA, CALLE Nº ESQ 2º S Mª CABEZA Pº SªMª DE LA CABEZA;441009,4;4472958,8;SI;55/;440899,98;4472751,32;-3.6964761;40.4032762
3062;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;CAMINO VIEJO DE LEGANES;;3;ESQ C/ GRAL RICARDOS;C/ GRAL RICARDOS;CAMINO VIEJO DE LEGANES Nº3 ESQ C/ GRAL RICARDOS C/ GRAL RICARDOS;438700,9;4471859,4;SI;118/;438591,49;4471651,94;-3.723573;40.3932054
4900;;MARQUESINA MOD XXI 4-M REDUCIDA;HORTALEZA;AREQUIPA;CALLE;;ESQ. C/ EMIGRANTES;M-40;AREQUIPA, CALLE Nº ESQ. C/ EMIGRANTES M-40;446083,3;4480199,4;SI;104/171/T11/;445973,89;4479991,87;-3.6373009;40.4688478
281;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;FRANCISCO DE ROJAS;CALLE;1;ESQ C/SAGASTA;C/ SAGASTA;FRANCISCO DE ROJAS, CALLE Nº1 ESQ C/SAGASTA C/ SAGASTA;440770,8;4475783,3;SI;37/40/;440661,39;4475575,83;-3.6995511;40.4287037
3223;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL;ISIDRO FERNANDEZ;CALLE;;ESQ C/MARCOS ORUETA;C/MARCOS ORUETA;ISIDRO FERNANDEZ, CALLE Nº ESQ C/MARCOS ORUETA C/MARCOS ORUETA;442010,5;4481928,5;SI;124/137/N24/;441901,11;4481721,03;-3.6854993;40.4841499
566;;MARQUESINA MOD XXI 4-M STD;LATINA;VIA CARPETANA;CALLE;;FRT AL Nº 185;GTA DEL EJERCITO;VIA CARPETANA, CALLE Nº FRT AL Nº 185 GTA DEL EJERCITO;436962,6;4471501;SI;17/;436853,2;4471293,55;-3.744018;40.3898469
532;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;MARIA DE MOLINA;CALLE;14;PROXIMO C/SERRANO;AVD AMERICA;MARIA DE MOLINA, CALLE Nº14 PROXIMO C/SERRANO AVD AMERICA;441821,7;4476777,7;SI;12/16/N1/;441712,29;4476570,22;-3.687254;40.437736
4365;;MARQUESINA MOD XXI 4-M STD;RETIRO;JUAN ESPLANDIÚ;;4;-;C/ALCALDE SAINZ BARA;JUAN ESPLANDIÚ Nº4 - C/ALCALDE SAINZ BARA;443885,1;4474400,7;SI;215/;443775,67;4474193,19;-3.6627166;40.4164645
4362;;MARQUESINA MOD XXI 4-M STD;RETIRO;JUAN ESPLANDIÚ;;;JUNTO C/ ODONELL;C/ALCALDE SAINZ BAR;JUAN ESPLANDIÚ Nº JUNTO C/ ODONELL  C/ALCALDE SAINZ BAR;443967,6;4474647;SI;215/;443858,17;4474439,49;-3.661766;40.4186889
3594;;MARQUESINA MOD XXI 4-M REDUCIDA;CHAMARTIN;BURGOS;AV;24;-;AVD. SAN LUIS;BURGOS, AV. Nº24 - AVD. SAN LUIS;442861,1;4481205,3;SI;129/150/;442751,71;4480997,82;-3.6753986;40.477694
1795;;MARQUESINA MOD XXI 4-M REDUCIDA ;VILLAVERDE;VILLAVERDE A VALLECAS;CTRA;24;ESQ C/ DIAMANTE;AV Sª MARTIN D LA VE;VILLAVERDE A VALLECAS, CTRA Nº24 ESQ C/ DIAMANTE AV Sª MARTIN D LA VE;441630,7;4467519,8;SI;123/130/;441521,24;4467312,3;-3.6886562;40.3543223
4661;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;BRAGANZA;CALLE;2;ESQ. C/ESTORIL;VIA LUSITANA;BRAGANZA, CALLE Nº2 ESQ. C/ESTORIL VIA LUSITANA;438900,3;4470867,7;SI;47/55/81/247/N17/;438790,89;4470660,23;-3.7211283;40.3842863
4815;;MARQUESINA MOD XXI 4-M STD;USERA;RAFAELA YBARRA;AV;;FRE POLIDEPORTIVO ORCASITAS;C/MARCELO USERA;RAFAELA YBARRA, AVD Nº FRE POLIDEPORTIVO ORCASITAS C/MARCELO USERA;439648,8;4469961,3;SI;6/60/81/N15/;439539,37;4469753,83;-3.7122248;40.3761756
4849;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;PRINCIPE DE VERGARA;CALLE;254;PROX. C/URUGUAY;AVD PIO XII;PRINCIPE DE VERGARA, CALLE Nº254 PROX. C/URUGUAY AVD PIO XII;442709,1;4478785,2;SI;7/16/29/51/;442599,69;4478577,71;-3.676973;40.4558821
1509;;MARQUESINA MOD XXI 5-M STD;FUENCARRAL;BAÑEZA (LA);CALLE;;DESP. AV GANAPANES;C/ CESAR MANRIQUE;BAÑEZA (LA), CALLE Nº FTE Nº 35 C/ ISLA MALAITA;439379,1;4481017,8;SI;42/132/137/;439269,73;4480810,36;-3.7164571;40.475758
3568;;MARQUESINA MOD XXI 5-M STD;TETUAN;CASTELLANA;Pº;189;JTO TORRES KIO;PZA CIBELES;CASTELLANA, Pº Nº189 JTO TORRES KIO PZA CIBELES;441691,8;4480027,7;SI;42/124/147/N24/;441582,41;4479820,23;-3.6890843;40.4670044
69;;MARQUESINA MOD XXI 5-M STD;CENTRO;CIBELES (DE);PZA;;2º ANDEN Pº RECOLETOS;C/ ALCALA;CIBELES (DE) PZA Nº 0 2º ANDEN Pº RECOLETOS C/ ALCALA;441301,3;4474792,4;SI;9/15/20/N18/;441191,89;4474584,92;-3.6932058;40.4198148
70;;MARQUESINA MOD XXI 5-M STD;CENTRO;CIBELES (DE);PZA;0;Pº CENTRAL Pº DEL PRADO (3ª MQ);PZA INDEPENDENC;CIBELES (DE), PZA Nº0 Pº CENTRAL Pº DEL PRADO (3ª MQ) PZA INDEPENDENC;441308,9;4474700,1;SI;15/52/146/;441199,49;4474492,62;-3.6931077;40.4189839
5560;;MARQUESINA MOD XXI 4-M REDUCIDA;CARABANCHEL;GENERAL RICARDOS;CALLE;78;ANTES C/ PAULINA ODIAGA;EUGENIA DE MONTIJO;GENERAL RICARDOS, CALLE Nº78 ANTES C/ PAULINA ODIAGA EUGENIA DE MONTIJO;438720;4471921;SI;34/35/118/119/N26/;438610,59;4471713,54;-3.7233539;40.3937617
5654;;MARQUESINA MOD XXI 5-M STD;LATINA;SINFONIA;CALLE;;ANTES C/ DANZA;C/ DANZA;SINFONIA, CALLE ANTES C/ DANZA C/ DANZA;434386,9;4469691;SI;139/;434277,51;4469483,57;-3.7741764;40.3733426
5443;;MARQUESINA MOD XXI 4-M STD;RETIRO;PRADO (DEL);Pº;3;ESQ PZA DE CIBELES;PZA DE CIBELES;PRADO (DEL), Pº Nº3 ESQ PZA DE CIBELES PZA DE CIBELES (1ª MAR);441315,8;4474640;SI;N10/N11/N9/;441206,39;4474432,52;-3.6930208;40.4184429
73;;MARQUESINA MOD XXI 5-M STD;CENTRO;RECOLETOS (DE);Pº;1;ANTES PZA DE CIBELES (1ª MQ);PZA DE CIBELES;RECOLETOS (DE), Pº Nº1 ANTES PZA DE CIBELES (1ª MQ) PZA DE CIBELES;441334,3;4474822,8;SI;REFUGIO;441224,89;4474615,32;-3.6928196;40.420091
161;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;INDEPENDENCIA (DE LA);PZA;3;ANT C/ SALUSTIANO OLOZAGA;PZA CIBELES;INDEPENDENCIA (DE LA), PZA Nº3 ANT C/ SALUSTIANO OLOZAGA PZA CIBELES;441651,1;4474859,4;SI;1/2/9/74/146/N6/N7/CT2/;441541,69;4474651,92;-3.6890889;40.420443
1222;;MARQUESINA MOD XXI 5-M STD;CENTRO;ALBERTO AGUILERA;CALLE;23;-;CARRANZA;ALBERTO AGUILERA, CALLE Nº23 - CARRANZA;439792,2;4475935,2;SI;21/;439682,8;4475727,74;-3.7111015;40.4300018
2927;;MARQUESINA MOD XXI 4-M STD;PUENTE VALLECAS;ENTREVIAS;AV;0;PROX C/ CERRO ALCAZABA;C/ MENDEZ ALVARO;ENTREVIAS, AV. Nº0 PROX C/ CERRO ALCAZABA C/ MENDEZ ALVARO;443174,5;4470971,8;SI;102/N11/;443065,06;4470764,29;-3.6707854;40.3855267
5380;;MARQUESINA MOD XXI 5-M REDUCIDA;USERA;CORDOBA;AV;0;DESP GTA MALAGA (2 MARQ);GTA CADIZ;CORDOBA, AV Nº0 DESP GTA MALAGA (2 MARQ) GTA CADIZ;441049,6;4470046,8;SI;429/18/22/59/76/79/85/411/419/421/422/423/424/426/447/448/N401/N102/;440940,17;4469839,32;-3.6957325;40.3770462
82;;MARQUESINA MOD XXI 4-M STD;RETIRO;PRADO (DEL);Pº;13;CUESTA MOYANO A 40 M;PZA DE CIBELES;PRADO (DEL), Pº Nº13 CUESTA MOYANO A 40 M PZA DE CIBELES;441378,5;4473700,2;SI;N9/N17/N25/;441269,08;4473492,72;-3.6921951;40.4099812
1738;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL;ALEJANDRO CASONA;CALLE;7;-;LEOPOLDO ALAS CLARIN;ALEJANDRO CASONA, CALLE Nº7 - LEOPOLDO ALAS CLARIN;438250,1;4481831,1;SI;82/;438140,74;4481623,68;-3.7298545;40.4830013
4411;;MARQUESINA MOD XXI 4-M STD;SAN BLAS;SUECIA;CALLE;0;ESQ Pº DE GINEBRA;C/ MªSEVILLA DIAGO;SUECIA, CALLE Nº0 ESQ Pº DE GINEBRA C/ MªSEVILLA DIAGO;448870,1;4475192,6;SI;140/153/E2/;448760,65;4474985,01;-3.6040257;40.4239196
78;;MARQUESINA MOD XXI 4-M STD;RETIRO;CANOVAS DEL CASTILLO;PZA;0;DESP C/ FELIPE IV (1 MARQ);PZA DE CIBELES;CANOVAS DEL CASTILLO, PZA Nº0 DESP C/ FELIPE IV (1 MARQ) PZA DE CIBELES;441285,6;4474315,9;SI;14/27/37/45/N9/N10/N11/N17/N25/N12/N13/N14/N15/10/34/;441176,19;4474108,42;-3.6933468;40.4155212
4913;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;MACHUPICHU;AV;73;ESQ C/ JOSE JOAQUIN ORTIZ;AV. DE LOS ANDES;MACHUPICHU, AV Nº73  ESQ C/ JOSE JOAQUIN ORTIZ AV. DE LOS ANDES;446449,6;4479292,4;SI;112/122/153/;446340,18;4479084,86;-3.6329036;40.4607007
394;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;SILVANO;CALLE;0;FTE LICEO FRANCES;C/ MOSCATELAR;SILVANO, CALLE Nº0  FTE LICEO FRANCES C/ MOSCATELAR;445617,9;4479161,2;SI;120/122/;445508,48;4478953,68;-3.6427015;40.4594649
3587;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;MACHUPICHU;AV;16;ESQ C/ PAPA NEGRO;C/ EMIGRANTES;MACHUPICHU, AV Nº16  ESQ C/ PAPA NEGRO C/ EMIGRANTES;447146,5;4478941,8;SI;112/122/153/;447037,08;4478734,25;-3.6246551;40.457587
2737;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;BUCARAMANGA;AV;0;ANTES C/ BARRANQUILLA;MAR ADRIATICO;BUCARAMANGA, AV Nº0 ANTES C/ BARRANQUILLA MAR ADRIATICO;445912,6;4480620,9;SI;87/;445803,19;4480413,38;-3.6393504;40.4726339
467;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;ANDRES JAUREGUI;PZA;0;JTO PARQUE;C/ PEDROÑERAS;ANDRES JAUREGUI, PZA Nº0 JTO PARQUE C/ PEDROÑERAS;446734,6;4479551,4;SI;120/;446625,18;4479343,86;-3.6295641;40.4630523
466;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;SILVANO;CALLE;0;Nº 105 A 117 ESQ C/ JOSE DOMINGO RUS;C/ MOSCATELAR;SILVANO, CALLE Nº0 Nº 105 A 117 ESQ C/ JOSE DOMINGO RUS C/ MOSCATELAR;446440,7;4479519,9;SI;120/N3/;446331,28;4479312,37;-3.6330278;40.4627497
4885;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;ANDES (DE LOS);AV;0;JUNTO HIPERCOR;CAMPO LAS NACIONES;ANDES (DE LOS), AV Nº0  JUNTO HIPERCOR CAMPO LAS NACIONES;447698;4478858,9;SI;104/112/122/;447588,58;4478651,34;-3.6181441;40.456875
3582;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;MACHUPICHU;AV;0;ESQ C/ VICENTE MORALES;AV. DE LOS ANDES;MACHUPICHU, AV Nº0  ESQ C/ VICENTE MORALES AV. DE LOS ANDES;446232,3;4479459,9;SI;112/122/153/;446122,88;4479252,37;-3.6354807;40.4621957
2739;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;BUCARAMANGA;AV;52;JTO Nº 52 DE C/ BOYACA;MAR ADRIATICO;BUCARAMANGA, AV Nº52 JTO Nº 52 DE C/ BOYACA MAR ADRIATICO;446063,9;4480598,3;SI;87/;445954,49;4480390,77;-3.6375637;40.47244
396;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;SILVANO;CALLE;0;DESP. C/ ALCORISA;C/ MOSCATELAR;SILVANO, CALLE Nº0  DESP. C/ ALCORISA C/ MOSCATELAR;445833,3;4479393;SI;120/122/;445723,89;4479185,47;-3.6401808;40.461567
390;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;MOSCATELAR;CALLE;31;ANTES C/ PLAZA;C/ ARTURO SORIA;MOSCATELAR, CALLE Nº31 ANTES C/ PLAZA C/ ARTURO SORIA;445266,8;4478917;SI;120/122/;445157,38;4478709,48;-3.6468212;40.4572419
388;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;MOSCATELAR;CALLE;0;ESQ C/ PARMA;C/ ARTURO SORIA;MOSCATELAR, CALLE Nº0 ESQ C/ PARMA  C/ ARTURO SORIA;445060,7;4478916,7;SI;120/122/;444951,29;4478709,18;-3.6492516;40.4572256
391;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;SILVANO;CALLE;0;ESQ PZA LICEO;M - 40;SILVANO, CALLE Nº0 ESQ PZA LICEO M - 40;445525,1;4478976,8;SI;120/122/;445415,68;4478769,28;-3.6437801;40.4577976
3248;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;ROQUETAS DEL MAR;CALLE;0;FTE Nº 17;C/ ARTURO SORIA;ROQUETAS DEL MAR, CALLE Nº0 FTE Nº 17 C/ ARTURO SORIA;444223,6;4481621,4;SI;129/N1/;444114,2;4481413,9;-3.659362;40.4815351
1630;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL;ROSALIA DE CASTRO;CALLE;0;FTE Nº 75;RAMON GOMEZ SERNA;ROSALIA DE CASTRO, CALLE Nº0 FTE Nº 75 RAMON GOMEZ SERNA;438097,2;4481962,4;SI;67/;437987,84;4481754,98;-3.7316712;40.4841727
2882;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;GRAN VIA DE HORTALEZA;;0;ESQ C/ LEIRA;GTA. SANDRO PERTINI;GRAN VIA DE HORTALEZA Nº0 ESQ C/ LEIRA GTA. SANDRO PERTINI;444824,5;4480005,2;SI;87/;444715,09;4479797,69;-3.6521321;40.4670157
2884;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;GRAN VIA DE HORTALEZA;;62;DESP. GTA FRANCISCO FERNANDEZ ORDOÑEZ;GTA SANDRO PERTINI;GRAN VIA DE HORTALEZA Nº62 DESP. GTA FRANCISCO FERNANDEZ ORDOÑEZ GTA SANDRO PERTINI;445172,9;4480099,4;SI;87/;445063,49;4479891,88;-3.6480308;40.4678873
794;;MARQUESINA MOD XXI 5-M REDUCIDA ;CHAMARTIN;CASTELLANA;Pº;70;(LATERAL) C/ MARIA DE MOLINA;PZA CASTILLA;CASTELLANA, Pº Nº70 (LATERAL) C/ MARIA DE MOLINA PZA CASTILLA;441563,4;4476856,2;SI;12/45/;441453,99;4476648,72;-3.6903066;40.438425
2282;;MARQUESINA MOD XXI 4-M STD;MORATALAZ;MORATALAZ;AV;160;ESQ Cº DE LOS VINATEROS;DR.GARCIA TAPIA;MORATALAZ, AV Nº160 ESQ Cº DE LOS VINATEROS DR.GARCIA TAPIA;445248,1;4473395,7;SI;32/;445138,66;4473188,17;-3.6465654;40.4075016
2164;;MARQUESINA MOD XXI 4-M STD;RETIRO;ALCALDE SAINZ DE BARANDA;CALLE;72;ESQ C/ MARQUES DE LOZOYA;MARQUES CORBERA;ALCALDE SAINZ DE BARANDA,CALLE Nº72 ESQ C/ MARQUES DE LOZOYA MARQUES CORBERA;443452,6;4474470,4;SI;15/215/;443343,17;4474262,89;-3.6678204;40.417063
4576;;MARQUESINA MOD XXI 5-M STD;VICALVARO;CASALARREINA;CALLE;0;ESQ. PZA. ALOSNO;PZA VICALVARADA;CASALARREINA, CALLE Nº0 ESQ. PZA. ALOSNO PZA VICALVARADA;447781,7;4473224;SI;100/130/;447672,25;4473016,43;-3.6166934;40.4061176
5571;;MARQUESINA MOD XXI 4-M ESTRECHA CON LUMINARIA;CENTRO;JACOMETREZO;CALLE;5;ANTES GRAN VIA;GRAN VIA;JACOMETREZO, CALLE Nº5 ANTES GRAN VIA GRAN VIA;440147,7813;4474833;SI;148/;440038,38;4474625,53;-3.7068058;40.4200983
452;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;SERRANO;CALLE;0;FTE Nº 18;PZA INDEPENDENCIA;SERRANO, CALLE Nº0 FTE Nº 18 PZA INDEPENDENCIA;441709,6;4475131,4;SI;1/9/19/51/74/N4/CT2/;441600,19;4474923,92;-3.6884244;40.4228974
3950;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;GRANJA DE SAN ILDEFONSO;CALLE;29;DESP AV DE LA GAVIA;AV VILLA DE VALLECAS;GRANJA DE SAN ILDEFONSO, CALLE Nº29 DESP AV DE LA GAVIA AV VILLA DE VALLECAS;447627,7813;4468772,5;SI;142/N9/;447518,3;4468564,93;-3.6181409;40.3660058
5718;;MARQUESINA MOD XXI 5-M STD;USERA;CORDOBA;AV;2;DESP GTA CADIZ (2ª MARQ);GTA MALAGA;CORDOBA, AV Nº2 DESP GTA CADIZ (2ª MARQ) GTA MALAGA;440749,0625;4471205,5;SI;18/22/59/76/79/85/411/421/422/424/426/447/448/N401/N402/;440639,64;4470998,02;-3.6993805;40.387463
4600;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;GRAN VIA DE HORTALEZA;;0;ESQ C/ LOPEZ DE HOYOS;M - 30;GRAN VIA DE HORTALEZA Nº0 ESQ C/ LOPEZ DE HOYOS M - 30;444707;4480015,6;SI;87/;444597,59;4479808,09;-3.6535189;40.4671016
66;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;CASTELLANA;Pº;2;DESP PLAZA DE COLON (2 MARQ);PZA DE CASTILLA;CASTELLANA, Pº Nº2 DESP PLAZA DE COLON (2 MARQ) PZA DE CASTILLA;441591,5;4475492,5;SI;5/45/;441482,09;4475285,02;-3.6898497;40.4261421
671;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;GOYA;CALLE;7;ESQ CASTELLANA;PLAZA DE COLON;GOYA, CALLE Nº7 (1ª MQ) ESQ CASTELLANA PLAZA DE COLON;441683,3;4475432,3;SI;REFUGIO;441573,89;4475224,82;-3.688762;40.4256063
469;;MARQUESINA MOD XXI 5-M REDUCIDA ;HORTALEZA;PEDROÑERAS;CALLE;0;FTE Nº 3;MOTA DEL CUERVO;PEDROÑERAS, CALLE Nº0 FTE Nº 3 MOTA DEL CUERVO;446693,1;4479709,7;SI;73/120/;446583,68;4479502,16;-3.6300669;40.4644757
730;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;JOSE ORTEGA Y GASSET;CALLE;0;FTE 60,ESQ C.PEÑALVE;SERRANO;JOSE ORTEGA Y GASSET, CALLE Nº0 FTE 60,ESQ C.PEÑALVE SERRANO;442785,3;4475909,8;SI;1/74/;442675,88;4475702,31;-3.675815;40.4299844
4407;;MARQUESINA MOD XXI 4-M STD;SAN BLAS;SUECIA;CALLE;12;ESQ C/ SAN MARINO;C/ Mª SEVILLA DIAGO;SUECIA, CALLE Nº12 ESQ C/ SAN MARINO C/ Mª SEVILLA DIAGO;448447;4474976,4;SI;140/153/E2/;448337,55;4474768,82;-3.6089955;40.4219458
5636;;MARQUESINA MOD XXI 4-M STD;TETUAN;ARROYO;CALLE;26;ANTES Pº DIRECCION;Pº DIRECCION;ARROYO, CALLE Nº26 ANTES Pº DIRECCION  Pº DIRECCION;440573,9688;4480347,5;SI;49/N22/;440464,58;4480140,04;-3.7022991;40.469806
